date,tmin,tmax,prcp,snow,snwd,awnd
21/06/2020,62,89,0,0,0,2.24
22/06/2020,70,91,0,0,0,7.83
27/06/2020,66,91,0,0,0,5.82
29/06/2020,72,91,0,0,0,4.03
02/07/2020,70,90,0,0,0,5.37
17/07/2020,73,95,0.96,0,0,6.26
19/07/2020,72,95,0,0,0,7.16
13/08/2020,73,90,0.06,0,0,3.8
27/08/2020,71,93,0,0,0,7.16
01/09/2020,73,82,0.01,0,0,2.01
12/09/2020,68,80,0.01,0,0,8.72
03/10/2020,46,72,0,0,0,5.82
10/10/2020,62,75,0.7,0,0,2.46
15/10/2020,53,80,0,0,0,5.82
21/10/2020,63,83,0,0,0,2.46
23/10/2020,57,80,0,0,0,1.12
24/10/2020,60,83,0,0,0,3.36
25/10/2020,51,68,0.1,0,0,8.05
09/11/2020,53,76,0,0,0,3.8
14/11/2020,43,66,0,0,0,3.13
16/11/2020,43,63,0,0,0,4.03
17/11/2020,35,62,0,0,0,5.82
19/11/2020,28,57,0,0,0,2.01
03/12/2020,26,58,0,0,0,3.58
08/12/2020,27,48,0,0,0,4.25
15/12/2020,29,45,0,0,0,6.49
20/12/2020,35,46,0.47,0,0,2.68
23/12/2020,27,57,0,0,0,3.58
31/12/2020,41,55,0.41,0,0,3.36
05/01/2021,29,48,0,0,0,1.34
06/01/2021,34,51,0,0,0,2.46
17/01/2021,27,50,0,0,0,6.93
24/01/2021,23,46,0,0,0,3.8
26/01/2021,41,48,0.37,0,0,4.47
30/01/2021,20,44,0,0,0,2.01
01/02/2021,33,43,0,0,0,5.82
03/02/2021,31,50,0,0,0,8.05
07/02/2021,29,49,0.66,0,0,4.25
08/02/2021,25,53,0,0,0,4.03
18/02/2021,32,40,0.78,0,0,9.17
20/02/2021,28,45,0,0,0,4.47
25/02/2021,41,67,0,0,0,6.04
26/02/2021,41,50,0.58,0,0,9.17
04/03/2021,34,67,0,0,0,4.7
10/03/2021,40,76,0,0,0,5.82
15/03/2021,45,56,0,0,0,7.61
22/03/2021,43,69,0,0,0,10.51
24/03/2021,55,68,0.07,0,0,4.7
26/03/2021,64,79,0.14,0,0,12.08
06/04/2021,49,83,0,0,0,3.36
07/04/2021,50,86,0,0,0,2.24
23/04/2021,31,67,0,0,0,3.8
25/04/2021,47,70,0.02,0,0,5.59
30/04/2021,63,79,0,0,0,10.51
02/05/2021,51,84,0,0,0,10.96
10/05/2021,60,81,0.37,0,0,10.07
11/05/2021,52,70,0,0,0,4.7
12/05/2021,41,57,0.09,0,0,6.04
13/05/2021,37,71,0,0,0,4.03
14/05/2021,41,73,0,0,0,3.13
15/05/2021,40,76,0,0,0,2.01
24/05/2021,64,93,0.31,0,0,3.8
30/05/2021,52,63,0.01,0,0,7.16
06/06/2021,68,90,0,0,0,6.71
08/06/2021,71,88,0,0,0,10.96
14/06/2021,67,90,0,0,0,5.37
25/06/2021,63,80,0.04,0,0,4.47
27/06/2021,70,89,0,0,0,4.92
06/07/2021,68,90,0,0,0,7.61
10/07/2021,70,92,0,0,0,2.91
14/07/2021,69,90,0.02,0,0,6.26
15/07/2021,71,91,0,0,0,6.93
18/07/2021,71,87,0.17,0,0,7.83
19/07/2021,67,76,0.52,0,0,3.8
25/07/2021,70,89,0,0,0,9.62
28/07/2021,71,95,0,0,0,4.7
09/08/2021,69,93,0,0,0,5.59
13/08/2021,76,100,0,0,0,8.72
14/08/2021,71,95,0.55,0,0,6.49
15/08/2021,70,88,0.15,0,0,1.79
26/08/2021,73,93,0,0,0,5.14
04/10/2021,65,88,0.47,0,0,6.26
07/10/2021,66,77,0,0,0,8.95
12/10/2021,59,71,0,0,0,2.68
13/10/2021,57,82,0,0,0,1.34
14/10/2021,60,84,0,0,0,2.01
16/10/2021,56,85,0.17,0,0,8.05
18/10/2021,42,71,0,0,0,3.58
22/10/2021,54,78,0.01,0,0,5.82
31/10/2021,49,72,0,0,0,6.04
04/11/2021,39,48,0.07,0,0,4.7
06/11/2021,38,54,0,0,0,12.08
13/11/2021,40,66,0,0,0,6.49
24/11/2021,24,53,0,0,0,1.57
26/11/2021,35,54,0.14,0,0,6.26
02/12/2021,45,71,0,0,0,8.28
12/12/2021,30,58,0,0,0,4.03
13/12/2021,27,60,0,0,0,2.01
22/12/2021,37,58,0,0,0,4.7
30/12/2021,64,67,0.1,0,0,6.26
31/12/2021,61,74,0,0,0,4.9
04/01/2022,26,44,0,0,0,3.4
10/01/2022,34,53,0,0,0,5.1
02/02/2022,25,60,0,0,0,3.1
03/02/2022,48,70,0.02,0,0,9.6
04/02/2022,47,67,0.3,0,0,15.2
07/02/2022,32,37,0.53,0,0,5.6
11/02/2022,36,70,0,0,0,8.3
12/02/2022,44,73,0,0,0,8.3
13/02/2022,32,54,0,0,0,6.7
17/02/2022,53,75,0,0,0,13.2
18/02/2022,38,71,0.16,0,0,11.2
02/03/2022,42,76,0,0,0,5.1
08/03/2022,49,63,0.39,0,0,5.8
12/03/2022,28,60,1.01,0,0,10.3
21/03/2022,34,71,0,0,0,4.3
25/03/2022,52,70,0,0,0,8.1
29/03/2022,30,55,0,0,0,3.8
31/03/2022,65,73,0.72,0,0,16.1
13/04/2022,63,84,0,0,0,12.3
16/04/2022,51,76,0,0,0,6.5
20/04/2022,34,66,0,0,0,2.9
24/04/2022,59,84,0,0,0,8.1
01/05/2022,50,83,0.82,0,0,6.3
02/05/2022,64,84,0,0,0,6.7
04/05/2022,67,88,0,0,0,8.7
05/05/2022,62,76,0,0,0,8.5
06/05/2022,62,85,0.97,0,0,7.8
09/05/2022,44,71,0,0,0,7.2
10/05/2022,48,75,0,0,0,9.4
13/05/2022,63,78,0,0,0,6.9
15/05/2022,61,86,0,0,0,5.4
17/05/2022,53,84,0,0,0,4.5
18/05/2022,55,87,0,0,0,6.3
20/05/2022,66,96,0,0,0,10.5
24/05/2022,61,80,0,0,0,8.3
02/01/2017,47,51,1.08,0,0,5.59
31/05/2022,68,92,0,0,0,4
05/01/2017,29,44,0,0,0,2.01
06/01/2017,32,43,0.25,0,0,6.04
14/01/2017,42,55,0,0,0,6.71
22/01/2017,53,56,0.09,0,0,5.82
02/02/2017,37,61,0,0,0,2.24
03/02/2017,34,49,0.06,0,0,4.7
04/02/2017,26,45,0,0,0,4.7
05/02/2017,27,60,0.01,0,0,4.92
11/02/2017,41,73,0,0,0,12.3
14/02/2017,30,64,0,0,0,4.7
22/02/2017,51,70,0,0,0,3.8
27/02/2017,35,66,0,0,0,5.37
01/03/2017,59,79,0.97,0,0,17.22
05/03/2017,30,53,0,0,0,6.26
12/03/2017,30,48,0.03,0.3,0,4.92
16/03/2017,24,50,0,0,0,6.04
18/03/2017,44,64,0.5,0,0,7.83
24/03/2017,37,71,0,0,0,9.62
25/03/2017,52,76,0,0,0,10.74
29/03/2017,55,73,0,0,0,4.92
04/04/2017,63,82,0,0,0,12.97
10/04/2017,49,78,0,0,0,9.62
13/04/2017,54,80,0,0,0,8.05
14/04/2017,53,81,0,0,0,4.47
24/04/2017,53,60,4.51,0,0,10.96
02/05/2017,60,77,0,0,0,11.41
07/05/2017,45,69,0,0,0,5.82
08/05/2017,43,71,0,0,0,4.7
10/05/2017,57,83,0.45,0,0,3.8
15/05/2017,60,85,0,0,0,4.7
24/05/2017,65,74,0.29,0,0,5.82
25/05/2017,60,76,0.82,0,0,11.41
28/05/2017,67,86,0.08,0,0,6.71
10/06/2017,61,89,0,0,0,6.04
20/06/2017,67,82,0.72,0,0,4.47
21/06/2017,66,85,0.2,0,0,6.71
30/06/2017,69,87,0.05,0,0,7.83
06/07/2017,68,93,0,0,0,5.82
08/07/2017,71,95,0.05,0,0,6.49
10/07/2017,70,90,0,0,0,4.47
12/07/2017,75,94,0,0,0,8.72
17/07/2017,71,90,0.02,0,0,4.47
25/07/2017,74,91,0,0,0,4.7
26/07/2017,72,90,0,0,0,5.82
29/07/2017,70,82,0.01,0,0,8.5
01/08/2017,60,88,0,0,0,2.91
06/08/2017,65,90,0,0,0,7.61
09/08/2017,67,84,0,0,0,6.71
11/08/2017,73,89,1.2,0,0,4.25
14/08/2017,73,88,0.21,0,0,3.8
15/08/2017,76,91,0.07,0,0,2.91
23/08/2017,74,95,0.21,0,0,5.82
24/08/2017,71,84,0,0,0,6.04
26/08/2017,68,83,0,0,0,8.05
28/08/2017,62,78,0.03,0,0,11.41
02/09/2017,61,83,0,0,0,6.26
08/09/2017,51,77,0,0,0,2.68
09/09/2017,53,76,0,0,0,7.38
18/09/2017,65,83,0,0,0,6.71
20/09/2017,62,91,0,0,0,3.58
03/10/2017,50,77,0,0,0,6.26
15/10/2017,62,83,0,0,0,9.84
24/10/2017,52,72,0,0,0,6.49
25/10/2017,42,66,0,0,0,3.8
28/10/2017,47,74,0.76,0,0,4.92
02/11/2017,55,78,0,0,0,2.01
04/11/2017,56,64,0,0,0,8.28
06/11/2017,53,76,0,0,0,4.7
10/11/2017,35,58,0,0,0,6.71
13/11/2017,42,60,0.64,0,0,4.25
14/11/2017,43,52,0,0,0,8.72
22/11/2017,42,62,0.03,0,0,4.7
29/11/2017,40,70,0,0,0,2.46
30/11/2017,35,69,0,0,0,1.12
07/12/2017,40,49,0,0,0,2.46
15/12/2017,31,43,0,0,0,5.14
22/12/2017,36,61,0,0,0,3.58
23/12/2017,48,71,0,0,0,12.08
02/01/2018,12,32,0,0,0,2.91
04/01/2018,18,30,0,0,1.2,9.62
06/01/2018,12,27,0,0,0,4.03
09/01/2018,29,63,0,0,0,2.68
10/01/2018,43,61,0,0,0,4.92
21/01/2018,31,68,0,0,0,1.12
30/01/2018,25,40,0.04,0,0,6.93
31/01/2018,19,47,0,0,0,5.82
03/02/2018,18,42,0,0,0,5.14
08/02/2018,33,50,0,0,0,3.36
09/02/2018,28,58,0,0,0,4.03
12/02/2018,42,65,0.08,0,0,9.84
22/02/2018,61,78,0,0,0,9.84
25/02/2018,60,73,0,0,0,11.18
28/02/2018,39,57,0.07,0,0,4.92
14/03/2018,31,44,0,0,0,7.61
24/03/2018,27,50,0.91,0.2,0,3.58
25/03/2018,33,54,0.3,0,0,9.84
30/03/2018,51,71,0.03,0,0,13.2
31/03/2018,40,64,0,0,0,5.82
12/04/2018,44,75,0,0,0,13.87
16/04/2018,41,64,0,0,0,14.76
23/04/2018,52,66,0.01,0,0,11.18
25/04/2018,51,68,0,0,0,3.8
28/04/2018,50,78,0,0,0,5.82
05/05/2018,63,82,0,0,0,7.83
08/05/2018,53,77,0,0,0,7.83
11/05/2018,59,89,0,0,0,4.03
20/05/2018,69,86,0,0,0,8.05
21/05/2018,68,86,0.72,0,0,4.7
27/05/2018,69,87,0,0,0,9.4
28/05/2018,69,76,0.28,0,0,6.26
29/05/2018,69,82,0.62,0,0,4.47
30/05/2018,73,85,0.49,0,0,5.59
02/06/2018,68,87,0.08,0,0,4.7
03/06/2018,69,88,0,0,0,4.92
05/06/2018,57,82,0,0,0,3.13
06/06/2018,61,85,0.23,0,0,5.14
13/06/2018,67,85,0,0,0,6.04
28/06/2018,68,90,0,0,0,4.92
02/07/2018,75,95,0,0,0,3.13
04/07/2018,72,93,0,0,0,5.37
13/07/2018,68,88,0,0,0,7.61
22/07/2018,68,89,1.11,0,0,5.59
24/07/2018,71,86,0,0,0,7.38
26/07/2018,68,92,0,0,0,4.92
04/08/2018,71,89,0,0,0,3.8
16/08/2018,68,92,0,0,0,2.91
19/08/2018,68,88,1.83,0,0,6.71
24/08/2018,55,82,0,0,0,4.7
03/09/2018,69,91,0,0,0,1.12
05/09/2018,71,91,0,0,0,4.03
06/09/2018,71,92,0,0,0,2.91
07/09/2018,71,92,0.03,0,0,2.68
08/09/2018,71,91,0,0,0,3.13
09/09/2018,67,80,0.15,0,0,5.37
11/09/2018,68,88,0,0,0,2.91
15/09/2018,73,77,1.85,0,0,15.88
19/09/2018,65,88,0,0,0,1.79
22/09/2018,67,88,0,0,0,4.47
25/09/2018,69,85,0,0,0,3.36
30/09/2018,62,81,0,0,0,4.03
09/10/2018,67,80,0.07,0,0,6.49
14/10/2018,49,65,0,0,0,3.58
22/10/2018,34,62,0,0,0,3.8
23/10/2018,42,66,0,0,0,4.7
08/11/2018,51,65,0,0,0,7.16
09/11/2018,50,53,0.07,0,0,5.37
16/11/2018,34,54,0,0,0,5.59
20/11/2018,38,64,0,0,0,5.82
22/11/2018,33,50,0,0,0,5.59
28/11/2018,25,42,0,0,0,6.71
03/12/2018,47,68,0,0,0,5.59
08/12/2018,31,43,0,0,0,4.7
11/12/2018,27,44,0,0,2,3.8
12/12/2018,24,45,0,0,1.2,1.34
13/12/2018,29,51,0,0,0,2.24
23/12/2018,28,57,0.01,0,0,5.14
29/12/2018,45,65,0,0,0,3.36
05/01/2019,44,61,0.01,0,0,9.62
12/01/2019,30,39,0.07,0,0,5.59
14/01/2019,31,41,0,0,0,3.58
21/01/2019,17,31,0,0,0,5.82
22/01/2019,17,39,0,0,0,3.8
02/02/2019,29,60,0,0,0,3.8
09/02/2019,33,46,0,0,0,6.04
17/02/2019,34,40,0.24,0,0,4.47
25/02/2019,37,59,0,0,0,7.83
26/02/2019,30,63,0,0,0,3.8
01/03/2019,39,47,0.65,0,0,7.38
03/03/2019,42,50,0.81,0,0,6.93
09/03/2019,41,48,0.01,0,0,5.82
11/03/2019,44,66,0,0,0,2.91
18/03/2019,32,60,0,0,0,4.47
24/03/2019,32,71,0,0,0,7.61
06/04/2019,53,67,0,0,0,3.8
16/04/2019,38,69,0,0,0,5.82
21/04/2019,44,64,0,0,0,3.13
06/05/2019,60,77,0,0,0,5.82
13/05/2019,57,74,1.32,0,0,3.58
15/05/2019,43,72,0,0,0,3.58
26/05/2019,72,94,0.05,0,0,5.82
30/05/2019,65,96,0,0,0,6.93
02/06/2019,62,88,0,0,0,5.59
08/06/2019,71,79,0.32,0,0,9.4
16/06/2019,66,89,0,0,0,11.41
17/06/2019,72,93,0,0,0,9.84
19/06/2019,71,88,0.02,0,0,7.61
21/06/2019,65,85,0,0,0,7.61
02/07/2019,68,95,0,0,0,3.36
05/07/2019,70,91,0.31,0,0,4.7
08/07/2019,74,92,0.17,0,0,4.7
10/07/2019,72,91,0,0,0,5.82
22/07/2019,74,97,0.06,0,0,12.08
23/07/2019,64,82,1.16,0,0,5.14
29/07/2019,66,93,0,0,0,4.92
03/08/2019,70,86,0,0,0,3.36
07/08/2019,72,91,0.14,0,0,6.49
14/08/2019,73,93,0.12,0,0,6.71
20/08/2019,71,93,0,0,0,7.61
24/08/2019,64,72,0.32,0,0,6.49
25/08/2019,63,76,0.04,0,0,6.49
02/09/2019,70,90,0,0,0,3.8
06/09/2019,69,87,0.1,0,0,7.61
09/09/2019,71,86,0,0,0,2.91
16/09/2019,69,90,0,0,0,3.8
20/09/2019,50,79,0,0,0,3.36
26/09/2019,70,94,0,0,0,6.04
16/10/2019,52,66,0.47,0,0,5.59
19/10/2019,39,67,0.03,0,0,3.13
20/10/2019,56,65,1.57,0,0,8.05
29/10/2019,55,71,0,0,0,3.58
07/11/2019,41,70,0.08,0,0,4.92
15/11/2019,39,47,0.07,0,0,6.71
18/11/2019,41,47,0.24,0,0,4.7
20/11/2019,38,61,0,0,0,2.91
22/11/2019,49,66,0,0,0,8.05
25/11/2019,32,62,0,0,0,2.24
26/11/2019,34,65,0,0,0,2.91
07/12/2019,34,52,0,0,0,6.04
15/12/2019,35,61,0,0,0,4.7
20/12/2019,25,56,0,0,0,3.36
25/12/2019,32,58,0,0,0,2.46
29/12/2019,57,73,0.09,0,0,8.72
30/12/2019,49,76,0,0,0,14.76
02/01/2020,35,58,0.1,0,0,7.16
07/01/2020,30,52,0.07,0,0,5.14
08/01/2020,29,59,0,0,0,6.04
15/01/2020,57,70,0,0,0,4.47
17/01/2020,36,47,0,0,0,6.93
21/01/2020,24,38,0,0,0,8.05
22/01/2020,24,46,0,0,0,6.26
01/02/2020,36,45,0.04,0,0,4.25
05/02/2020,60,64,0.2,0,0,8.95
06/02/2020,60,70,2.35,0,0,9.4
10/02/2020,36,64,0,0,0,8.05
12/02/2020,51,64,0,0,0,6.71
25/02/2020,48,65,0.16,0,0,7.38
12/03/2020,51,73,0,0,0,4.92
18/03/2020,46,68,0,0,0,5.82
19/03/2020,59,81,0.01,0,0,10.07
23/03/2020,44,50,0.32,0,0,5.82
24/03/2020,50,55,0.27,0,0,5.37
31/03/2020,46,62,0.23,0,0,9.62
05/04/2020,47,73,0,0,0,4.47
08/04/2020,58,83,0.43,0,0,6.71
13/04/2020,61,81,0.39,0,0,15.43
15/04/2020,40,57,0.14,0,0,7.61
22/04/2020,41,71,0,0,0,4.92
25/04/2020,55,61,0.01,0,0,8.28
07/05/2020,40,67,0,0,0,5.59
08/05/2020,44,70,0.05,0,0,11.41
10/05/2020,36,70,0,0,0,8.28
13/05/2020,42,70,0,0,0,1.57
14/05/2020,58,81,0,0,0,8.05
15/05/2020,60,83,0,0,0,10.51
16/05/2020,60,89,0,0,0,6.93
18/05/2020,64,70,0.07,0,0,8.28
22/05/2020,62,82,0.05,0,0,6.26
25/05/2020,62,76,0,0,0,5.59
01/06/2020,54,77,0,0,0,4.47
09/06/2020,73,90,0,0,0,6.04
17/06/2020,61,76,0.1,0,0,4.03
18/06/2020,59,80,0,0,0,5.14
28/06/2020,70,91,0.06,0,0,6.04
30/06/2020,70,92,0.21,0,0,3.8
01/07/2020,69,90,0,0,0,3.58
06/07/2020,68,92,0,0,0,5.37
08/07/2020,74,89,0,0,0,7.38
09/07/2020,73,90,0,0,0,7.38
11/07/2020,70,92,0.02,0,0,5.14
14/07/2020,68,95,0,0,0,2.91
16/07/2020,74,94,0,0,0,5.59
28/07/2020,73,97,1.03,0,0,5.82
03/08/2020,71,84,1.01,0,0,5.59
04/08/2020,69,88,1.64,0,0,8.28
10/08/2020,71,89,0,0,0,4.25
15/08/2020,71,87,1.38,0,0,3.8
19/08/2020,66,87,1.07,0,0,3.58
21/08/2020,71,84,0,0,0,4.25
02/09/2020,72,92,0,0,0,4.47
03/09/2020,76,93,0,0,0,8.05
04/09/2020,73,92,0,0,0,2.91
18/09/2020,64,75,0.1,0,0,9.62
26/09/2020,59,73,0,0,0,2.46
01/11/2020,48,63,0.38,0,0,6.71
02/11/2020,35,54,0,0,0,7.38
05/11/2020,40,74,0,0,0,0.89
11/11/2020,68,78,0.23,0,0,8.72
20/11/2020,31,69,0,0,0,4.03
26/11/2020,55,68,0.02,0,0,6.49
30/11/2020,46,69,1.17,0,0,13.42
06/12/2020,28,55,0,0,0,2.24
10/12/2020,31,61,0,0,0,2.91
13/12/2020,50,69,0.07,0,0,3.8
24/12/2020,49,65,1.76,0,0,10.51
09/01/2021,28,50,0,0,0,2.91
10/01/2021,25,53,0,0,0,0.67
16/01/2021,33,46,0,0,0,7.61
27/01/2021,40,53,0.33,0,0,5.37
31/01/2021,33,38,1.07,0,0,5.82
06/02/2021,27,55,0.31,0,0,2.01
11/02/2021,37,49,0.83,0,0,6.26
14/02/2021,33,37,0.41,0,0,8.05
17/02/2021,28,47,0,0,0,7.61
22/02/2021,33,59,0.41,0,0,7.16
27/02/2021,40,58,0.15,0,0,4.7
28/02/2021,48,77,0,0,0,4.03
01/03/2021,48,68,0.15,0,0,10.07
07/03/2021,29,52,0,0,0,4.03
12/03/2021,54,80,0,0,0,8.72
14/03/2021,43,72,0,0,0,4.03
18/03/2021,49,73,0.02,0,0,5.59
20/03/2021,31,57,0,0,0,10.51
23/03/2021,50,62,0,0,0,7.16
25/03/2021,52,75,0.02,0,0,5.82
28/03/2021,57,76,0.25,0,0,13.87
02/04/2021,32,49,0,0,0,5.82
09/04/2021,60,83,0.07,0,0,5.82
14/04/2021,55,82,0.13,0,0,7.16
18/04/2021,48,71,0,0,0,2.46
20/04/2021,42,75,0,0,0,7.38
26/04/2021,42,77,0,0,0,2.68
04/05/2021,64,87,0.2,0,0,9.4
08/05/2021,42,74,0,0,0,4.92
17/05/2021,56,76,0.05,0,0,3.13
20/05/2021,53,88,0,0,0,3.13
21/05/2021,57,83,0,0,0,6.71
23/05/2021,64,92,0,0,0,2.91
03/06/2021,68,79,2.04,0,0,6.26
09/06/2021,71,89,0,0,0,7.83
13/06/2021,66,85,0,0,0,4.92
05/07/2021,65,90,0,0,0,2.91
08/07/2021,71,79,2.52,0,0,8.05
20/07/2021,66,84,0,0,0,2.01
24/07/2021,68,87,0,0,0,6.71
26/07/2021,73,92,0.02,0,0,7.16
01/08/2021,75,91,0,0,0,4.03
08/08/2021,65,91,0,0,0,2.68
16/08/2021,71,90,0.39,0,0,3.58
20/08/2021,73,87,0.36,0,0,2.91
24/08/2021,72,94,0,0,0,2.46
27/08/2021,72,93,0,0,0,4.7
30/08/2021,72,96,0,0,0,4.92
31/08/2021,72,94,0,0,0,6.93
10/09/2021,57,80,0,0,0,3.13
11/09/2021,56,83,0,0,0,3.58
13/09/2021,64,90,0,0,0,4.03
15/09/2021,72,89,0,0,0,6.71
16/09/2021,70,85,0,0,0,4.03
17/09/2021,72,83,0.01,0,0,5.59
25/09/2021,49,78,0,0,0,2.01
30/09/2021,60,82,0,0,0,3.8
01/10/2021,58,82,0,0,0,2.68
03/10/2021,62,87,0,0,0,8.72
09/10/2021,63,68,4.96,0,0,6.71
11/10/2021,64,72,0,0,0,6.49
26/10/2021,47,70,0,0,0,6.93
03/11/2021,44,56,0,0,0,6.04
07/11/2021,40,60,0,0,0,7.83
30/11/2021,26,59,0,0,0,6.93
07/12/2021,41,56,0,0,0,6.49
08/12/2021,32,48,0.14,0,0,2.01
21/12/2021,30,41,0.27,0,0,4.03
25/12/2021,49,72,0,0,0,13.2
26/12/2021,47,73,0,0,0,3.13
05/01/2022,30,59,0,0,0,4.9
07/01/2022,27,52,0,0,0,8.1
15/01/2022,28,40,0,0,0,5.8
19/01/2022,28,60,0,0,0,7.8
23/01/2022,17,47,0,0,1,4
24/01/2022,27,52,0,0,0,4.3
25/01/2022,35,61,0,0,0,2.9
28/01/2022,26,48,0,0,0,2.9
29/01/2022,25,36,0.05,0.39,0,8.7
10/02/2022,33,67,0,0,0,7.4
24/02/2022,42,57,0.04,0,0,
26/02/2022,40,48,0.02,0,0,5.8
15/03/2022,39,71,0,0,0,4.7
24/03/2022,59,73,0.47,0,0,11.6
27/03/2022,34,60,0,0,0,7.6
03/04/2022,46,70,0,0,0,5.8
07/04/2022,54,80,0.05,0,0,8.5
09/04/2022,45,56,0,0,0,6.9
12/04/2022,60,83,0,0,0,8.3
15/04/2022,54,75,0.03,0,0,5.4
19/04/2022,39,59,0,0,0,
29/04/2022,45,71,0,0,0,6
03/05/2022,65,89,0,0,0,8.7
08/05/2022,47,53,0.01,0,0,9.4
12/05/2022,62,70,0.07,0,0,10.7
14/05/2022,64,80,0,0,0,2.5
16/05/2022,64,87,0.01,0,0,7.4
23/05/2022,67,85,1.29,0,0,6
25/05/2022,60,68,0,0,0,7.8
30/05/2022,66,91,0,0,0,2.9
03/01/2017,47,56,0.31,0,0,5.37
07/01/2017,20,32,0.6,0.5,0,9.62
10/01/2017,24,48,0,0,1.2,5.14
13/01/2017,50,76,0.01,0,0,7.38
15/01/2017,40,57,0.02,0,0,5.82
18/01/2017,45,70,0,0,0,6.49
21/01/2017,51,55,0.38,0,0,3.58
25/01/2017,36,73,0,0,0,7.61
28/01/2017,27,52,0,0,0,9.4
09/02/2017,32,60,0.11,0,0,10.96
18/02/2017,37,73,0,0,0,7.61
19/02/2017,44,73,0,0,0,4.7
20/02/2017,42,73,0,0,0,1.79
23/02/2017,50,77,0,0,0,3.36
28/02/2017,50,77,0,0,0,7.16
04/03/2017,25,54,0,0,0,2.46
07/03/2017,49,74,0,0,0,13.87
09/03/2017,37,75,0,0,0,6.04
10/03/2017,41,69,0,0,0,10.74
11/03/2017,31,50,0,0,0,4.47
26/03/2017,52,77,0,0,0,6.93
28/03/2017,60,80,0.06,0,0,7.61
08/04/2017,34,67,0,0,0,3.13
22/04/2017,56,87,0.09,0,0,9.4
23/04/2017,53,56,0.77,0,0,11.18
28/04/2017,69,88,0,0,0,9.17
03/05/2017,53,79,0,0,0,5.14
04/05/2017,57,80,0.29,0,0,10.74
06/05/2017,53,67,0.02,0,0,10.96
09/05/2017,43,64,0.01,0,0,1.79
17/05/2017,66,89,0,0,0,8.95
21/05/2017,60,76,0,0,0,7.61
06/06/2017,64,83,0,0,0,3.8
08/06/2017,55,73,0,0,0,7.38
09/06/2017,53,83,0,0,0,4.03
13/06/2017,67,89,0,0,0,8.05
17/06/2017,72,86,0.21,0,0,5.82
22/06/2017,71,84,0,0,0,8.05
23/06/2017,73,91,0.04,0,0,13.65
27/06/2017,59,83,0,0,0,3.8
04/07/2017,71,92,0.84,0,0,3.8
15/07/2017,75,94,0,0,0,5.82
23/07/2017,71,102,0.56,0,0,8.95
27/07/2017,72,94,0.02,0,0,7.61
08/08/2017,68,78,1.5,0,0,5.82
10/08/2017,63,88,0,0,0,4.03
16/08/2017,74,92,0,0,0,4.03
17/08/2017,75,94,0.24,0,0,4.92
22/08/2017,74,96,0,0,0,7.61
25/08/2017,68,85,0,0,0,5.14
03/09/2017,62,83,0,0,0,4.25
14/09/2017,64,83,0,0,0,6.04
15/09/2017,63,85,0,0,0,1.79
16/09/2017,62,85,0,0,0,3.8
17/09/2017,63,85,0,0,0,5.59
21/09/2017,65,88,0,0,0,1.79
23/09/2017,61,87,0,0,0,4.47
24/09/2017,63,87,0,0,0,5.59
29/09/2017,60,72,0,0,0,6.04
30/09/2017,54,77,0,0,0,7.83
04/10/2017,50,82,0,0,0,2.24
05/10/2017,54,85,0,0,0,3.13
08/10/2017,74,84,0.02,0,0,8.28
09/10/2017,74,92,0.09,0,0,11.86
10/10/2017,75,90,0,0,0,6.71
17/10/2017,42,64,0,0,0,5.14
18/10/2017,37,68,0,0,0,2.68
19/10/2017,42,76,0,0,0,1.12
03/11/2017,52,81,0,0,0,2.01
11/11/2017,28,46,0,0,0,5.14
16/11/2017,36,67,0,0,0,3.13
25/11/2017,29,67,0,0,0,4.92
28/11/2017,29,65,0,0,0,2.24
02/12/2017,45,51,0,0,0,2.91
05/12/2017,41,69,0,0,0,4.7
06/12/2017,41,57,0.24,0,0,4.7
08/12/2017,32,43,1.33,0.3,0,5.82
10/12/2017,27,43,0,0,0,5.82
17/12/2017,27,51,0,0,0,2.24
03/01/2018,9,32,0.06,0.9,0,4.25
08/01/2018,16,47,0,0,0,5.37
11/01/2018,41,64,0.11,0,0,6.71
12/01/2018,56,71,0.5,0,0,11.41
25/01/2018,26,49,0,0,0,3.13
26/01/2018,25,57,0,0,0,4.25
02/02/2018,24,57,0.16,0,0,7.83
05/02/2018,29,48,0,0,0,4.03
10/02/2018,43,65,0.08,0,0,4.47
11/02/2018,64,72,0,0,0,14.99
14/02/2018,37,58,0,0,0,6.49
18/02/2018,39,61,0.02,0,0,5.14
23/02/2018,52,70,0,0,0,4.92
24/02/2018,57,78,0,0,0,11.18
26/02/2018,40,63,0.09,0,0,4.25
27/02/2018,35,61,0,0,0,2.24
04/03/2018,35,56,0,0,0,6.93
05/03/2018,26,54,0,0,0,4.7
07/03/2018,35,54,0,0,0,6.71
08/03/2018,27,47,0,0,0,4.47
09/03/2018,25,52,0,0,0,6.04
10/03/2018,38,56,0,0,0,3.13
11/03/2018,38,49,0.21,0,0,7.83
23/03/2018,27,56,0,0,0,3.8
27/03/2018,34,49,0.01,0,0,5.37
29/03/2018,56,80,0,0,0,13.87
03/04/2018,45,75,0,0,0,7.61
06/04/2018,45,73,0,0,0,11.41
14/04/2018,59,81,0,0,0,13.87
18/04/2018,42,82,0,0,0,9.62
24/04/2018,53,65,0.85,0,0,12.3
02/05/2018,53,85,0,0,0,10.07
04/05/2018,60,85,0,0,0,12.97
